,wlcode
W30726,20
W28685,20
W28679,20
W28680,20
W28684,20
W19803,20
W20500,20
W27958,20
W19802,20
W19810,20
W19838,20
W16007,20
W19828,20
W19829,20
W30723,20
W27973,20
W19830,20
W19831,20
W19832,20
W19833,20
W19834,20
W19835,20
W19812,20
W28553,20
W19809,20
W30898,20
W19790,20
W19791,20
W19793,20
W19794,20
W19795,20
W19796,20
W19797,20
W30722,20
W28709,20
W32215,20
W20645,20
W20647,20
W28711,20
W04569,20
W28713,20
W28715,20
W28718,20
W20673,20
W28719,20
W30712,20
W04598,20
W28722,20
W30711,20
W28706,20
W15373,20
W04541,20
W30717,20
W27977,20
W28691,20
W15454,20
W20553,20
W15358,20
W32214,20
W28688,20
W15457,20
W28686,20
W28668,20
W28687,20
W32183,20
W28666,20
W28654,20
W28655,20
W28656,20
W27938,20
W04277,20
W20439,20
W20440,20
W27937,20
W32133,20
W28660,20
W27936,20
W20453,20
W28663,20
W04346,20
W30731,20
W32174,20
W20535,20
W27978,20
W19911,20
W27980,20
W20062,20
W20063,20
W20064,20
W20066,20
W03882,20
W30835,20
W20073,20
W27960,20
W30829,20
W15967,20
W20006,20
W31789,20
W28561,20
W19908,20
W19910,20
W19912,20
W19913,20
W19914,20
W19915,20
W19840,20
W19916,20
W20061,20
W19918,20
W20060,20
W03879,20
W19844,20
W19845,20
W15435,20
W28554,20
W19856,20
W19857,20
W19858,20
W19859,20
W19860,20
W19861,20
W19862,20
W19864,20
W19865,20
W19866,20
W19871,20
W19893,20
W19906,20
W19907,20
W15961,20
W29795,20
W29875,20
W30836,20
W27979,20
W19919,20
W28556,20
W19750,20
W19729,20
W19730,20
W19731,20
W19732,20
W19733,20
W19734,20
W19735,20
W19736,20
W19737,20
W19738,20
W19739,20
W19740,20
W19741,20
W19744,20
W19745,20
W19751,20
W27989,20
W27988,20
W27986,20
W19813,20
W19752,20
W28555,20
W30910,20
W27992,20
W28557,20
W03846,20
W28560,20
W19917,20
W30827,20
W19839,20
W19837,20
W19755,20
W19756,20
W19757,20
W19758,20
W19759,20
W19760,20
W19761,20
W19762,20
W19763,20
W19765,20
W19767,20
W19772,20
W19774,20
W27996,20
W19754,20
W30720,20
W26367,20
W20586,20
W29640,20
W09042,20
W25017,20
W26341,20
W10428,20
W26455,20
W26482,20
W26483,20
W26484,20
W24964,20
W26486,20
W24962,20
W24958,20
W26492,20
W10435,20
W26496,20
W29489,20
W24951,20
W10439,20
W24950,20
W26498,20
W26387,20
W24948,20
W26381,20
W25028,20
W26436,20
W26438,20
W26439,20
W26441,20
W25002,20
W25000,20
W29494,20
W29495,20
W26450,20
W26398,20
W25019,20
W29497,20
W26350,20
W26357,20
W27272,20
W25037,20
W26360,20
W26365,20
W26370,20
W26372,20
W25029,20
W27268,20
W26431,20
W24947,20
W24996,20
W26243,20
W26246,20
W11075,20
W26253,20
W25123,20
W25122,20
W25120,20
W29502,20
W30066,20
W25116,20
W26257,20
W25109,20
W29501,20
W26265,20
W26267,20
W25135,20
W26269,20
W26240,20
W11989,20
W19843,20
W26224,20
W25133,20
W26481,20
W26242,20
W26339,20
W26480,20
W26477,20
W24994,20
W26456,20
W30001,20
W26462,20
W29493,20
W24988,20
W24986,20
W24979,20
W24978,20
W24975,20
W26469,20
W27487,20
W26473,20
W29492,20
W26475,20
W24967,20
W24966,20
W26479,20
W26340,20
W25047,20
W04489,20
W26426,20
W25010,20
W04014,20
W20202,20
W28604,20
W31878,20
W04021,20
W30785,20
W03939,20
W30818,20
W15938,20
W31811,20
W30812,20
W30810,20
W28575,20
W28576,20
W27956,20
W03907,20
W30804,20
W15904,20
W28582,20
W28585,20
W28586,20
W15825,20
W03938,20
W20198,20
W15842,20
W30734,20
W20588,20
W28695,20
W15419,20
W04505,20
W28698,20
W28701,20
W30719,20
W30718,20
W27927,20
W15945,20
W04253,20
W20404,20
W15877,20
W28591,20
W15868,20
W03968,20
W28595,20
W20167,20
W30754,20
W27949,20
W28602,20
W25009,20
W29776,20
W27945,20
W15778,20
W20238,20
W28652,20
W15777,20
W28612,20
W28613,20
W28615,20
W31998,20
W15746,20
W20258,20
W28621,20
W30747,20
W24424,20
W23234,20
W17749,20
W26402,20
W25013,20
W26413,20
W26416,20
W29641,20
W27486,20
W30749,20
W27946,20
W30750,20
W29775,20
W28606,20
W30744,20
W29770,20
W15685,20
W28639,20
W28640,20
W28645,20
W28646,20
W04208,20
W28647,20
W32087,20
W15633,20
W28648,20
W15627,20
W20395,20
W15613,20
W28624,20
W30745,20
W04129,20
W15735,20
W28608,20
W31970,20
W19842,20
W28744,20
W19872,20
W21215,20
W28848,20
W28867,20
W14862,20
W28849,20
W21159,20
W27896,20
W27895,20
W27894,20
W28881,20
W30652,20
W28852,20
W28853,20
W14884,20
W28856,20
W27888,20
W28857,20
W28859,20
W14874,20
W28865,20
W27890,20
W28880,20
W28879,20
W21253,20
W28809,20
W29760,20
W28811,20
W28815,20
W21035,20
W28816,20
W04951,20
W30670,20
W27897,20
W14923,20
W28869,20
W05157,20
W28874,20
W14829,20
W14825,20
W28875,20
W28876,20
W30647,20
W30646,20
W14813,20
W14810,20
W30671,20
W27907,20
W27908,20
W29764,20
W30701,20
W29767,20
W28730,20
W29766,20
W15291,20
W15283,20
W04646,20
W15277,20
W15213,20
W20868,20
W28760,20
W20940,20
W20941,20
W28780,20
W28783,20
W28785,20
W28786,20
W15116,20
W28787,20
W28789,20
W28790,20
W30703,20
W15066,20
W30705,20
W15306,20
W28740,20
W30696,20
W28743,20
W04683,20
W04690,20
W30693,20
W04691,20
W28746,20
W04713,20
W15226,20
W20846,20
W15220,20
W28756,20
W28736,20
W27916,20
W04650,20
W15278,20
W15312,20
W15311,20
W20736,20
W20739,20
W29768,20
W21012,20
W28804,20
W28802,20
W28422,20
W16614,20
W28423,20
W28427,20
W28428,20
W29794,20
W28444,20
W28446,20
W18916,20
W18917,20
W18918,20
W18919,20
W18920,20
W02870,20
W28469,20
W28471,20
W02898,20
W16388,20
W16376,20
W16362,20
W31658,20
W28421,20
W28479,20
W28418,20
W02611,20
W26227,20
W31596,20
W28438,20
W18656,20
W31599,20
W28143,20
W28442,20
W28137,20
W28136,20
W28135,20
W28433,20
W02791,20
W28429,20
W16605,20
W18550,20
W18551,20
W18552,20
W18553,20
W18554,20
W18558,20
W16693,20
W02694,20
W04881,20
W28482,20
W18914,20
W30660,20
W27902,20
W04994,20
W28831,20
W28836,20
W05023,20
W28838,20
W28839,20
W27898,20
W28840,20
W14961,20
W14960,20
W28821,20
W28842,20
W28820,20
W04949,20
W04910,20
W28799,20
W21000,20
W21002,20
W15078,20
W04987,20
W18915,20
W04977,20
W19728,20
W28467,20
W16444,20
W16536,20
W16532,20
W18778,20
W28132,20
W16525,20
W16511,20
W16502,20
W03046,20
W31624,20
W31630,20
W16470,20
W28462,20
W28463,20
W31636,20
W02831,20
W29787,20
W18847,20
W27851,20
W19726,20
W28824,20
W28791,20
W30676,20
W30675,20
W30637,20
W30636,20
W28890,20
W28891,20
W14761,20
W21304,20
W28893,20
W14749,20
W14748,20
W05268,20
W28896,20
W28898,20
W28923,20
W14620,20
W21391,20
W30620,20
W05668,20
W28945,20
W14491,20
W14481,20
W14479,20
W27882,20
W30617,20
W27885,20
W28885,20
W28953,20
W30612,20
W21322,20
W28901,20
W21326,20
W27880,20
W27879,20
W28902,20
W28904,20
W28905,20
W27876,20
W28909,20
W05384,20
W05400,20
W28914,20
W14647,20
W05471,20
W21321,20
W28918,20
W21319,20
W28897,20
W28886,20
W20732,20
W30616,20
W30613,20
W21424,20
W04618,20
W20730,20
W27923,20
W19876,20
W19877,20
W19878,20
W19879,20
W19881,20
W19882,20
W19883,20
W19884,20
W19885,20
W19886,20
W19887,20
W19888,20
W19889,20
W19890,20
W19891,20
W19875,20
W19892,20
W14573,20
W30615,20
W05547,20
W21432,20
W28949,20
W14471,20
W28951,20
W27868,20
W21506,20
W28941,20
W30624,20
W05610,20
W28937,20
W28926,20
W21403,20
W05522,20
W14606,20
W14597,20
W21416,20
W30629,20
W30610,20
W05528,20
W24423,20
W05533,20
W05541,20
W21433,20
W19870,20
W21648,20
W28999,20
W28970,20
W28972,20
W14351,20
W30592,20
W21576,20
W27862,20
W30586,20
W30585,20
W28974,20
W14332,20
W05884,20
W28976,20
W21597,20
W05905,20
W21605,20
W30597,20
W30584,20
W28965,20
W05812,20
W28955,20
W05729,20
W14789,20
W30609,20
W30641,20
W30682,20
W30674,20
W20939,20
W20937,20
W20936,20
W20933,20
W15201,20
W15196,20
W30687,20
W15189,20
W28761,20
W28764,20
W28765,20
W30643,20
W28768,20
W28769,20
W30681,20
W28770,20
W15151,20
W15144,20
W04828,20
W04834,20
W28884,20
W06120,20
W30608,20
W28960,20
W06252,20
W21740,20
W14077,20
W14153,20
W30573,20
W29004,20
W21667,20
W05984,20
W05985,20
W14259,20
W30582,20
W30581,20
W28987,20
W27859,20
W28954,20
W30576,20
W14224,20
W06075,20
W06101,20
W06102,20
W06112,20
W14084,20
W28958,20
W30557,20
W30558,20
W30607,20
W28961,20
W27867,20
W30604,20
W28962,20
W05802,20
W05806,20
W05810,20
W21545,20
W05820,20
W21621,20
W14274,20
W21625,20
W30571,20
W29007,20
W30569,20
W14112,20
W14106,20
W30564,20
W30562,20
W27856,20
W06238,20
W25166,20
W25417,20
W11084,20
W25372,20
W25371,20
W25370,20
W26069,20
W25367,20
W11840,20
W25365,20
W25363,20
W26072,20
W26036,20
W25360,20
W27329,20
W27442,20
W29601,20
W26087,20
W25348,20
W25345,20
W26063,20
W29521,20
W29522,20
W26078,20
W26032,20
W26030,20
W25988,20
W25425,20
W11214,20
W25990,20
W11237,20
W25963,20
W25967,20
W25968,20
W30031,20
W25450,20
W25447,20
W25445,20
W25443,20
W25442,20
W25975,20
W25441,20
W29594,20
W25979,20
W25981,20
W25437,20
W25436,20
W25985,20
W26060,20
W27335,20
W27438,20
W09719,20
W26990,20
W24621,20
W10575,20
W24619,20
W26991,20
W27173,20
W24470,20
W10836,20
W27525,20
W26877,20
W26876,20
W10585,20
W24713,20
W24476,20
W29702,20
W24488,20
W27511,20
W26893,20
W27094,20
W24629,20
W10820,20
W29703,20
W11215,20
W29438,20
W27100,20
W25398,20
W09712,20
W26045,20
W26046,20
W11806,20
W25341,20
W25392,20
W26051,20
W27333,20
W26054,20
W26055,20
W26056,20
W09691,20
W25381,20
W25380,20
W25391,20
W24751,20
W27267,20
W29560,20
W08688,20
W26885,20
W27508,20
W26023,20
W27437,20
W26017,20
W26116,20
W26120,20
W26121,20
W29607,20
W26124,20
W29518,20
W26129,20
W25316,20
W27445,20
W29517,20
W25306,20
W26136,20
W29608,20
W25257,20
W25253,20
W26161,20
W26185,20
W29508,20
W25216,20
W26187,20
W25213,20
W25324,20
W27461,20
W27443,20
W25331,20
W27313,20
W25291,20
W25289,20
W25287,20
W25286,20
W29514,20
W25280,20
W25278,20
W25276,20
W29513,20
W25273,20
W27453,20
W25267,20
W25264,20
W11134,20
W25261,20
W25298,20
W25258,20
W27315,20
W25302,20
W26110,20
W25328,20
W24485,20
W25210,20
W25206,20
W29615,20
W25225,20
W25224,20
W26178,20
W25221,20
W30059,20
W25181,20
W26100,20
W25342,20
W25995,20
W25997,20
W25998,20
W27436,20
W25420,20
W30029,20
W25418,20
W26009,20
W26011,20
W29597,20
W26015,20
W25413,20
W26172,20
W25207,20
W25229,20
W26169,20
W27464,20
W26198,20
W25195,20
W25193,20
W27467,20
W25189,20
W26203,20
W25183,20
W25219,20
W25220,20
W10353,20
W27306,20
W25245,20
W11953,20
W25240,20
W25239,20
W25238,20
W29511,20
W25234,20
W29510,20
W25340,20
W25231,20
W25295,20
W26891,20
W26985,20
W08747,20
W30085,20
W24498,20
W24687,20
W26966,20
W29460,20
W27059,20
W26910,20
W24643,20
W27121,20
W24526,20
W24512,20
W24560,20
W27159,20
W29452,20
W27019,20
W27147,20
W24582,20
W24734,20
W24744,20
W26856,20
W27085,20
W10607,20
W29700,20
W24638,20
W24492,20
W24700,20
W24528,20
W29723,20
W08722,20
W24635,20
W24529,20
W24633,20
W29722,20
W10750,20
W27092,20
W27088,20
W26906,20
W27087,20
W10604,20
W10735,20
W10806,20
W26918,20
W24681,20
W24682,20
W24577,20
W26845,20
W24438,20
W27152,20
W27167,20
W29432,20
W26834,20
W24433,20
W24749,20
W24600,20
W24559,20
W24586,20
W24750,20
W27016,20
W27142,20
W26838,20
W29431,20
W27530,20
W26835,20
W27533,20
W27035,20
W26819,20
W26831,20
W30080,20
W24571,20
W26821,20
W24698,20
W27193,20
W24592,20
W24732,20
W29711,20
W27123,20
W24576,20
W27027,20
W24736,20
W24562,20
W24596,20
W24595,20
W26848,20
W26823,20
W27168,20
W24578,20
W29446,20
W29451,20
W26830,20
W27515,20
W29714,20
W27128,20
W27134,20
W24581,20
W26851,20
W26902,20
W24696,20
W26903,20
W27116,20
W29716,20
W24447,20
W24458,20
W24714,20
W24460,20
W26865,20
W24617,20
W27526,20
W29688,20
W26874,20
W24462,20
W29675,20
W29467,20
W27517,20
W29704,20
W27104,20
W29674,20
W26870,20
W24544,20
W12237,20
W08569,20
W29457,20
W24602,20
W24603,20
W27523,20
W24706,20
W27053,20
W26986,20
W24534,20
W26888,20
W24478,20
W29443,20
W24631,20
W10756,20
W10758,20
W24548,20
W27001,20
W24549,20
W27041,20
W10760,20
W27111,20
W27188,20
W24455,20
W29455,20
W24604,20
W29692,20
W24482,20
W26867,20
W24722,20
W29696,20
W24513,20
W29719,20
W26947,20
W24515,20
W24516,20
W08622,20
W27164,20
W26941,20
W26950,20
W10738,20
W27069,20
W29463,20
W27520,20
W30084,20
W27521,20
W29720,20
W24675,20
W10804,20
W24677,20
W27058,20
W27071,20
W27000,20
W24519,20
W24501,20
W26898,20
W26980,20
W08587,20
W24665,20
W27065,20
W24655,20
W24668,20
W27064,20
W24521,20
W26937,20
W26936,20
W27081,20
W29462,20
W27514,20
W27519,20
W26929,20
W26928,20
W27062,20
W24523,20
W24674,20
W08621,20
W24664,20
W25962,20
W25457,20
W09802,20
W24796,20
W26754,20
W24795,20
W26757,20
W26758,20
W26676,20
W24794,20
W26760,20
W24792,20
W26751,20
W26762,20
W26767,20
W26768,20
W29669,20
W27503,20
W27211,20
W25171,20
W24845,20
W26670,20
W26544,20
W29668,20
W26750,20
W24800,20
W24786,20
W26745,20
W26780,20
W26784,20
W24776,20
W26788,20
W24772,20
W26790,20
W29974,20
W26792,20
W24768,20
W26797,20
W30079,20
W27205,20
W27204,20
W24758,20
W26806,20
W26807,20
W24756,20
W08845,20
W26777,20
W26774,20
W10962,20
W27254,20
W26547,20
W29486,20
W27256,20
W26521,20
W24926,20
W26526,20
W24923,20
W26531,20
W29487,20
W24918,20
W26537,20
W26584,20
W26589,20
W29484,20
W27238,20
W24867,20
W29656,20
W26637,20
W29931,20
W29478,20
W26644,20
W24860,20
W26649,20
W24935,20
W24801,20
W24936,20
W26513,20
W26554,20
W27252,20
W26562,20
W12154,20
W26565,20
W26566,20
W26567,20
W27251,20
W26573,20
W26576,20
W24896,20
W27249,20
W26543,20
W26582,20
W08957,20
W26536,20
W26504,20
W29643,20
W26509,20
W26510,20
W08969,20
W29991,20
W24802,20
W26703,20
W24826,20
W25055,20
W26319,20
W26323,20
W26328,20
W27278,20
W27276,20
W25049,20
W25048,20
W26311,20
W25069,20
W26310,20
W25070,20
W25096,20
W25095,20
W25094,20
W26281,20
W26284,20
W26287,20
W27481,20
W25083,20
W24946,20
W29498,20
W26288,20
W26318,20
W26314,20
W25162,20
W25161,20
W26233,20
W25157,20
W25156,20
W27473,20
W25154,20
W30064,20
W25150,20
W29504,20
W25145,20
W25143,20
W25140,20
W11067,20
W25101,20
W26277,20
W25065,20
W25064,20
W26312,20
W25063,20
W25062,20
W29632,20
W26651,20
W25078,20
W09107,20
W24806,20
W27220,20
W29976,20
W24822,20
W30074,20
W24842,20
W26677,20
W10492,20
W27228,20
W29978,20
W26684,20
W26685,20
W27226,20
W24835,20
W26690,20
W29475,20
W27224,20
W24830,20
W24829,20
W26695,20
W26696,20
W24807,20
W27282,20
W27214,20
W26733,20
W12094,20
W26298,20
W26305,20
W29631,20
W11047,20
W26290,20
W26501,20
W08974,20
W27258,20
W26710,20
W29474,20
W26712,20
W27218,20
W24818,20
W26719,20
W26721,20
W26723,20
W26729,20
W26730,20
W24812,20
W24811,20
W24808,20
W26656,20
W26657,20
W26658,20
W25649,20
W29569,20
W29544,20
W25767,20
W25646,20
W25769,20
W25752,20
W11563,20
W25751,20
W25742,20
W25702,20
W25699,20
W10172,20
W25713,20
W27400,20
W25716,20
W25691,20
W25718,20
W11426,20
W25687,20
W25720,20
W25765,20
W27394,20
W27411,20
W25763,20
W27428,20
W25910,20
W25512,20
W25915,20
W09929,20
W29531,20
W29530,20
W25919,20
W25502,20
W25926,20
W25491,20
W25832,20
W25580,20
W27374,20
W27387,20
W30044,20
W29545,20
W25757,20
W27386,20
W25760,20
W25761,20
W25653,20
W25514,20
W29552,20
W29727,20
W25613,20
W25796,20
W25635,20
W25776,20
W25633,20
W11335,20
W29572,20
W11331,20
W25631,20
W25785,20
W25461,20
W25786,20
W25624,20
W25623,20
W30047,20
W25621,20
W25620,20
W25619,20
W25618,20
W25615,20
W25626,20
W29539,20
W10199,20
W25797,20
W25584,20
W25674,20
W29565,20
W25665,20
W11569,20
W25775,20
W25636,20
W25798,20
W25609,20
W25607,20
W25605,20
W25603,20
W25602,20
W29535,20
W25596,20
W10095,20
W27379,20
W29575,20
W25816,20
W25589,20
W25588,20
W27416,20
W25583,20
W25164,20
W25515,20
W25517,20
W26627,20
W10944,20
W27202,20
W25172,20
W25182,20
W27359,20
W27358,20
W27420,20
W25871,20
W25872,20
W27357,20
W25542,20
W25540,20
W25876,20
W29581,20
W25880,20
W25534,20
W29583,20
W27355,20
W27354,20
W25530,20
W24871,20
W25890,20
W26619,20
W26616,20
W26659,20
W26662,20
W27234,20
W12185,20
W10930,20
W10934,20
W29480,20
W10470,20
W24887,20
W26593,20
W24886,20
W24885,20
W27246,20
W27244,20
W26599,20
W27243,20
W27230,20
W29482,20
W26610,20
W26612,20
W24876,20
W29481,20
W25516,20
W29533,20
W25554,20
W10252,20
W25479,20
W25478,20
W25477,20
W29591,20
W11735,20
W25949,20
W09813,20
W25469,20
W25468,20
W11743,20
W27431,20
W25957,20
W25462,20
W25489,20
W25899,20
W25490,20
W25500,20
W29586,20
W25902,20
W27427,20
W25482,20
W25524,20
W25485,20
W25520,20
W25556,20
W11323,20
W25575,20
W25574,20
W25840,20
W25572,20
W27371,20
W27370,20
W25568,20
W29534,20
W11315,20
W27364,20
W25565,20
W25854,20
W27361,20
W27418,20
W25558,20
W29580,20
W25555,20
W25835,20
W25521,20
W25488,20
W28435,20
W19403,20
W16579,20
W23672,20
W23674,20
W23765,20
W27608,20
W23681,20
W23682,20
W27605,20
W23689,20
W23690,20
W27610,20
W23694,20
W23680,20
W23769,20
W23780,20
W23781,20
W12546,20
W23856,20
W27578,20
W23867,20
W23878,20
W23695,20
W12579,20
W23664,20
W23663,20
W23899,20
W29376,20
W23714,20
W23715,20
W27596,20
W23717,20
W23718,20
W23719,20
W08194,20
W23725,20
W27594,20
W23727,20
W08196,20
W23748,20
W23749,20
W23756,20
W27599,20
W23709,20
W23703,20
W23701,20
W23662,20
W23880,20
W23882,20
W23848,20
W23884,20
W23830,20
W23833,20
W23812,20
W08168,20
W27559,20
W24061,20
W27544,20
W24294,20
W24296,20
W24297,20
W29414,20
W12421,20
W24303,20
W24305,20
W24306,20
W29415,20
W24308,20
W24309,20
W12418,20
W08404,20
W29416,20
W08205,20
W23901,20
W29379,20
W27589,20
W23889,20
W23891,20
W23893,20
W23894,20
W27574,20
W23896,20
W23897,20
W23885,20
W23900,20
W23847,20
W27585,20
W23782,20
W23788,20
W23789,20
W23796,20
W23803,20
W23807,20
W23808,20
W27583,20
W23810,20
W30099,20
W27587,20
W24055,20
W23996,20
W24008,20
W23946,20
W23947,20
W29385,20
W23955,20
W23959,20
W08264,20
W23962,20
W23963,20
W27564,20
W23970,20
W23973,20
W12521,20
W23940,20
W23938,20
W23937,20
W23936,20
W23904,20
W23906,20
W23907,20
W23908,20
W29916,20
W23945,20
W29917,20
W23942,20
W22920,20
W29176,20
W13339,20
W27798,20
W07276,20
W13359,20
W29163,20
W30419,20
W30420,20
W13378,20
W22333,20
W22329,20
W30422,20
W13386,20
W22322,20
W13388,20
W13389,20
W22315,20
W27807,20
W07263,20
W29907,20
W23081,20
W23941,20
W24289,20
W27569,20
W23918,20
W24051,20
W24052,20
W24035,20
W27573,20
W24015,20
W24012,20
W23981,20
W23982,20
W23983,20
W23985,20
W23988,20
W23989,20
W08267,20
W24013,20
W23994,20
W23999,20
W24001,20
W24002,20
W24005,20
W24006,20
W27560,20
W24048,20
W12518,20
W24046,20
W08291,20
W30097,20
W23923,20
W27567,20
W23928,20
W27565,20
W29384,20
W23935,20
W23919,20
W23976,20
W23977,20
W23979,20
W24017,20
W24018,20
W24019,20
W24020,20
W29388,20
W24027,20
W24028,20
W08272,20
W24030,20
W24039,20
W24045,20
W13316,20
W24288,20
W24284,20
W24183,20
W24164,20
W24167,20
W24170,20
W24171,20
W24174,20
W24175,20
W24177,20
W24178,20
W24160,20
W08318,20
W23658,20
W27614,20
W23127,20
W23128,20
W27715,20
W23146,20
W29346,20
W23149,20
W23151,20
W22919,20
W24158,20
W29400,20
W24147,20
W24196,20
W27553,20
W24200,20
W24204,20
W24206,20
W24190,20
W24209,20
W12459,20
W24216,20
W24218,20
W24219,20
W24223,20
W24230,20
W29403,20
W08331,20
W24237,20
W24187,20
W08320,20
W24143,20
W24144,20
W24146,20
W23152,20
W27712,20
W29347,20
W23162,20
W27709,20
W29350,20
W23192,20
W12684,20
W23242,20
W23243,20
W23244,20
W23245,20
W27699,20
W23247,20
W23238,20
W27698,20
W23255,20
W23256,20
W23257,20
W23258,20
W23259,20
W23262,20
W23264,20
W23251,20
W23062,20
W23080,20
W24195,20
W07960,20
W29342,20
W23163,20
W23172,20
W23173,20
W29348,20
W23123,20
W23121,20
W27718,20
W23112,20
W30167,20
W23065,20
W23066,20
W23067,20
W23070,20
W23076,20
W23078,20
W27710,20
W23079,20
W14068,20
W23082,20
W23092,20
W07952,20
W23105,20
W24193,20
W24140,20
W24139,20
W24396,20
W12350,20
W24361,20
W24398,20
W08545,20
W24405,20
W24406,20
W24409,20
W24416,20
W29430,20
W24420,20
W24400,20
W08341,20
W08500,20
W27538,20
W24323,20
W29418,20
W24326,20
W29419,20
W24330,20
W24331,20
W24387,20
W12397,20
W27537,20
W24373,20
W24241,20
W24242,20
W24244,20
W24249,20
W24253,20
W24259,20
W29410,20
W24317,20
W29411,20
W24264,20
W24265,20
W27546,20
W24271,20
W24274,20
W29412,20
W08382,20
W24262,20
W29417,20
W24321,20
W27541,20
W24362,20
W24378,20
W24285,20
W24354,20
W24341,20
W24104,20
W29395,20
W24102,20
W12482,20
W24067,20
W24068,20
W29391,20
W29392,20
W08297,20
W24075,20
W24135,20
W08299,20
W24079,20
W29393,20
W27558,20
W24085,20
W24086,20
W24090,20
W24091,20
W24077,20
W29398,20
W29397,20
W24333,20
W24131,20
W24128,20
W24342,20
W24344,20
W24345,20
W24347,20
W24348,20
W24351,20
W29420,20
W24059,20
W29405,20
W24234,20
W24105,20
W29396,20
W24115,20
W24117,20
W24118,20
W24119,20
W24120,20
W24121,20
W27556,20
W24124,20
W24126,20
W24130,20
W13309,20
W30413,20
W29186,20
W22709,20
W30227,20
W29317,20
W22737,20
W22736,20
W22734,20
W27777,20
W30221,20
W30217,20
W27778,20
W22732,20
W22730,20
W30319,20
W22726,20
W30212,20
W22725,20
W22724,20
W30206,20
W22723,20
W22722,20
W30216,20
W30201,20
W30193,20
W30346,20
W22703,20
W30322,20
W22701,20
W29322,20
W27779,20
W29323,20
W30326,20
W07910,20
W30329,20
W30330,20
W22704,20
W29298,20
W27784,20
W12920,20
W30338,20
W22886,20
W30186,20
W12922,20
W30343,20
W30345,20
W22889,20
W22716,20
W29321,20
W22715,20
W22712,20
W29748,20
W22038,20
W29086,20
W29085,20
W29083,20
W29079,20
W22018,20
W13720,20
W07092,20
W13574,20
W30481,20
W29107,20
W30452,20
W30454,20
W13476,20
W30456,20
W30457,20
W30458,20
W30459,20
W30460,20
W13479,20
W06898,20
W22738,20
W30495,20
W30494,20
W22894,20
W30298,20
W23269,20
W12982,20
W07090,20
W27826,20
W30486,20
W13614,20
W30488,20
W30490,20
W13623,20
W13626,20
W13630,20
W30492,20
W22081,20
W27828,20
W22076,20
W13635,20
W06994,20
W29096,20
W06948,20
W29090,20
W30228,20
W22739,20
W12841,20
W22647,20
W30370,20
W22903,20
W30365,20
W07729,20
W27747,20
W22643,20
W30362,20
W30358,20
W30357,20
W07698,20
W12947,20
W30355,20
W22637,20
W22909,20
W30371,20
W29294,20
W30353,20
W30352,20
W30363,20
W30271,20
W30369,20
W07904,20
W07716,20
W22907,20
W28434,20
W22914,20
W22917,20
W22913,20
W30372,20
W07690,20
W22901,20
W22899,20
W22916,20
W12784,20
W22896,20
W12925,20
W30349,20
W07689,20
W22650,20
W22910,20
W22651,20
W22905,20
W22904,20
W22652,20
W22653,20
W30367,20
W30465,20
W22892,20
W22757,20
W30263,20
W12851,20
W12865,20
W27761,20
W30257,20
W30279,20
W30280,20
W30282,20
W27768,20
W27759,20
W22822,20
W07780,20
W30295,20
W12879,20
W30299,20
W30300,20
W22826,20
W07777,20
W29312,20
W07776,20
W30247,20
W07800,20
W29302,20
W29313,20
W30229,20
W30243,20
W22756,20
W27773,20
W29314,20
W27774,20
W30239,20
W30238,20
W22751,20
W30309,20
W27776,20
W22748,20
W22747,20
W22746,20
W22745,20
W22744,20
W07868,20
W29316,20
W12897,20
W22741,20
W22740,20
W30315,20
W30307,20
W22202,20
W22200,20
W30468,20
W07665,20
W07638,20
W29283,20
W13008,20
W13010,20
W29279,20
W13018,20
W30373,20
W29278,20
W30376,20
W29205,20
W30378,20
W13028,20
W29273,20
W29268,20
W30387,20
W29266,20
W29265,20
W30388,20
W27793,20
W30390,20
W12989,20
W30391,20
W12988,20
W07667,20
W30404,20
W29230,20
W29229,20
W29227,20
W29739,20
W29222,20
W29220,20
W29218,20
W29217,20
W07364,20
W29214,20
W29212,20
W13197,20
W22441,20
W29209,20
W29208,20
W13226,20
W29249,20
W29252,20
W30393,20
W22517,20
W22613,20
W30403,20
W13054,20
W29256,20
W27811,20
W27812,20
W22252,20
W30442,20
W22250,20
W29139,20
W30444,20
W27814,20
W27815,20
W29157,20
W13398,20
W30424,20
W13392,20
W29203,20
W29199,20
W29198,20
W30408,20
W13266,20
W29190,20
W07300,20
W07297,20
W13466,20
W22532,20
W29140,20
W29144,20
W27794,20
W27792,20
W22241,20
W29204,20
W07332,20
W30425,20
W30427,20
W30428,20
W30430,20
W29155,20
W30432,20
W30433,20
W29151,20
W07212,20
W29149,20
W29742,20
W22271,20
W22270,20
W22269,20
W30434,20
W30435,20
W29143,20
W23237,20
W30402,20
W30398,20
W21850,20
W06429,20
W30524,20
W29035,20
W27840,20
W30526,20
W30528,20
W13970,20
W29025,20
W29023,20
W27846,20
W29022,20
W30539,20
W27847,20
W06322,20
W30545,20
W30546,20
W30547,20
W21767,20
W06296,20
W27849,20
W29038,20
W29017,20
W29039,20
W13929,20
W30469,20
W13731,20
W13503,20
W22179,20
W22176,20
W22171,20
W22170,20
W22166,20
W22164,20
W27825,20
W13528,20
W29114,20
W13562,20
W29109,20
W13567,20
W30477,20
W30478,20
W29744,20
W30451,20
W13745,20
W13761,20
W30522,20
W29233,20
W30550,20
W06266,20
W13899,20
W29046,20
W13907,20
